TF	target	score
RARB	GSTP1	1
RARB	INS	1
RARB	PCK1	1
RARB	BCL2	1
RARB	CRABP2	1
RARB	MAPK1	1
RARB	RPE65	1
RARB	FGFR1	1
RARB	POU1F1	1
RARB	SERPINF1	1
RARB	CETP	1
RARB	TG	1
RARB	PRRG1	1
RARB	AMH	1
RARB	MIF	1
RARB	ICAM1	1
RARA	SLC5A5	1
RARA	STAT3	1
RARA	MYCN	1
RARA	GADD45G	1
RARA	SMARCA1	1
RARA	VEGFA	1
RARA	NKX2-1	1
RARA	SMARCA2	1
RARA	SOS1	1
RARA	HOXA4	1
RARA	RARB	1
RARA	HNF4A	1
RARA	NCOR1	1
RARA	INS	1
RARA	BCL2	1
RARA	PLAU	1
RARA	HOXD4	1
RARA	RPE65	1
RARA	POU1F1	1
RARA	NEDD9	1
RARA	CCNA1	1
RARA	MUC1	1
RARA	TCF7	1
RARA	ABCB1	1
RARA	KRT19	1
RARA	NCOA3	1
RARA	ASB2	1
RARA	JUN	1
RARA	THPO	1
RARA	CYP26A1	1
RARA	SCD	1
RARA	SLC10A2	1
RARA	NCOA2	1
RARA	IL6	1
RARA	HNF1A	1
RARA	S100A9	1
RARA	ALB	1
RARA	RARA	1
RARA	NRIP1	1
RARA	AMH	1
RARA	PML	1
RARA	TGFB2	1
RARA	MIF	1
RARA	RARG	1
RARA	KHSRP	1
RARA	S100A8	1
RARA	CDH13	1
RARA	NCOA1	1
RARA	STRA6	1
RARA	PLAT	1
RARA	ETS1	1
RARA	HOXA7	1
RARA	PRKCA	1
RARA	IL2	1
RARA	HES1	1
RARA	STAT5B	1
RARA	CYP19A1	1
RARA	CD38	1
RARA	HOXA1	1
RARA	GADD45B	1
RARA	ESR1	1
RARA	AR	1
RARA	GSTP1	1
RARA	PCK1	1
RARA	CRABP2	1
RARA	FGFR1	1
RARA	MUC4	1
RARA	ANGPTL4	1
RARA	ICAM1	1
RARA	TMSB10	1
RARA	SFTPB	1
RARA	TGM1	1
RARA	FBP2	1
RARA	CDK7	1
RARA	ALPP	1
RARA	ELF4	1
RARA	PPARG	1
RARA	HSD17B1	1
RARA	PNRC1	1
RARA	TNFAIP2	1
RARA	KLF5	1
RARA	TPO	1
RARA	NCOR2	1
RARA	HOXB4	1
RARA	CDKN1A	1
RARA	MYH6	1
RARA	IBSP	1
RARA	SMPD1	1
RARA	GADD45A	1
RARA	TGFB1	1
RARA	PTHLH	1
RARA	TNFRSF1B	1
RARA	UGT1A10	1
RARA	POU5F1	1
RARA	HNF1B	1
RARA	MUC5AC	1
RARA	SERPINF1	1
RARA	AREG	1
RARA	CETP	1
RARA	TG	1
RARA	AKR1B1	1
POU5F1	SOX2	1
POU5F1	GADD45A	1
POU5F1	VIP	1
POU3F2	CDH13	1
POU3F2	OXT	1
POU3F2	GRM5	1
POU3F2	IFNAR1	1
POU3F2	GNRH1	1
POU3F2	FOXP2	1
POU3F2	TYRP1	1
POU3F2	MITF	1
POU3F2	NTRK3	1
POU3F2	AVP	1
POU3F2	KCNN3	1
POU3F1	IFNAR1	1
POU3F1	HMGB1	1
POU3F1	OXT	1
POU3F1	GNRH1	1
POU3F1	AVP	1
POU2F3	SPRR2A	1
PML	EP300	1
PML	TP53	1
PML	NR4A1	1
PML	PML	1
PML	CCNT1	1
PIAS3	STAT3	1
PIAS3	ESR1	1
PIAS2	AR	1
PIAS1	STAT1	1
PGR	KLK3	1
PGR	CHGA	1
PGR	VEGFA	1
PGR	BCL2L1	1
PGR	JUN	1
PGR	SCGB1A1	1
PGR	PAEP	1
PGR	IGFBP1	1
PGR	OVGP1	1
PGR	MYC	1
PGR	HLTF	1
PGR	TGFA	1
PGR	MYB	1
PGR	HSD17B2	1
PGR	ITGA6	1
PGR	REN	1
PGR	OAT	1
PGR	NOL3	1
PGR	RELA	1
PGR	IFNB1	1
PGR	ALB	1
PGR	IHH	1
PGR	EGF	1
PGR	CGA	1
PGR	BAG1	1
PDX1	INS	1
PBX1	HOXB1	1
PAX9	KDM5B	1
PAX8	SLC5A5	1
PAX8	TP53	1
PAX8	TPO	1
PAX8	DIO2	1
PAX8	NKX2-1	1
PAX8	TG	1
PAX8	NCAM1	1
PAX8	WT1	1
PAX8	THPO	1
PAX4	INS	1
PAX3	ETS1	1
PAX3	MET	1
PAX3	BCL2L1	1
PAX3	MITF	1
PAX3	RNMT	1
PAX2	SFRP2	1
PAX2	GCG	1
PAX2	TP53	1
PAX2	ETS1	1
PAX2	WT1	1
PAX1	SLC22A8	1
PAX1	MMP23B	1
PAX1	MMP21	1
PAX1	PDGFRA	1
PAX1	SLC22A6	1
PAX1	VHL	1
NR3C2	ATP1B1	1
NR3C1	JUN	1
NR3C1	NR3C1	1
NR3C1	NFKB1	1
NR3C1	BRCA1	1
NR3C1	TP53	1
NR3C1	HRH1	1
NR3C1	ATP1B1	1
NR3C1	CDK6	1
NR3C1	HSD11B2	1
NR3C1	ETS1	1
NR2F1	APOB	1
NR1D1	ARNTL	1
NPAS2	PER1	1
NPAS2	CRY1	1
NPAS2	PER2	1
NPAS2	CRY2	1
NFYC	FXR2	1
NFYC	FDPS	1
NFYB	FXR2	1
NFIX	ADRA1B	1
NFIA	TP53	1
NFIA	ALB	1
NFIA	F9	1
NFIA	NR3C1	1
NFIA	ALDOA	1
NFE2L1	E2F6	1
NFATC3	CXCR5	1
NFATC2	FOXP3	1
NFATC2	IL2	1
NFATC1	IL2	1
NEUROG3	NEUROD1	1
NEUROD1	INS	1
MYBL2	MYBL2	1
MYBL2	CCND1	1
MYBL2	PSG1	1
MYBL2	CCNA1	1
MYBL1	MTSS1	1
MYBL1	DHRS2	1
MYBL1	CD34	1
MYBL1	NCL	1
MYBL1	CLN5	1
MYBL1	TSC22D3	1
MYBL1	BCL2	1
MXI1	MYC	1
MITF	DCT	1
MITF	TYR	1
MITF	FOS	1
MITF	TYRP1	1
MEF2C	MAPK7	1
MEF2A	PPARGC1A	1
MEF2A	MAPK7	1
MEF2A	MAPK14	1
MAFA	INS	1
LMO2	CDH1	1
JUND	IL3	1
JUND	BCL6	1
JUND	NTS	1
JUNB	LOR	1
JUNB	IVL	1
JUNB	SMAD4	1
IRF7	IFNA2	1
IRF7	IFNA1	1
IRF7	IFNA13	1
IRF7	IFNB1	1
IRF5	TNF	1
IRF4	BCL6	1
IRF3	CXCL10	1
IRF3	IRF7	1
IRF3	IFNB1	1
IRF3	MAVS	1
IRF3	IRF5	1
IRF1	IFNG	1
IRF1	IL27	1
IRF1	IFNB1	1
HSF2	FOS	1
HSF1	HSPA1A	1
HOXD9	HOXD9	1
HOXD9	CDH1	1
HOXD8	HOXD9	1
HOXD3	ITGB1	1
HOXD3	ITGA5	1
HOXD3	ITGB3	1
HOXD10	HOXD9	1
HOXC8	TNFRSF11B	1
HOXC11	LCT	1
HOXB9	NCAM1	1
HOXB8	NCAM1	1
HOXB7	FGF13	1
HOXB7	NUDT6	1
HOXB7	FGF2	1
HOXB4	NOL3	1
HOXB4	MYC	1
HOXB3	NKX2-1	1
HOXB3	OTX2	1
HOXB2	OTX2	1
HOXB13	AREG	1
HOXB13	AR	1
HOXB13	TCF4	1
HOXB13	TCF7L2	1
HOXB13	AKR1B1	1
HOXB1	OTX2	1
HOXA7	TGM1	1
HOXA5	TP53	1
HOXA5	NCAM1	1
HOXA5	TH	1
HOXA4	TH	1
HOXA10	ITGB3	1
HOXA10	IGFBP1	1
HOXA10	EMX2	1
HOXA10	HOXA10	1
HOXA1	PRPH	1
HOXA1	IRF3	1
HOXA1	REN	1
HOXA1	TST	1
HLF	DBP	1
HLF	ANXA8	1
GLI3	PVR	1
GLI3	FOXA2	1
GLI3	SHH	1
GLI3	PTCH2	1
GLI3	MTSS1	1
GLI1	PVR	1
GLI1	NKX2-8	1
GLI1	ASIC2	1
GLI1	FOXA2	1
GLI1	BNC1	1
GLI1	BCL2	1
GLI1	MTSS1	1
GLI1	PTCH1	1
GLI1	TH	1
GATA3	TEK	1
GATA3	EPO	1
GATA3	CHST4	1
FOXO3	SIRT1	1
FOXO3	ESR1	1
FOXO3	PIK3CA	1
FOXO3	HBP1	1
FOXO3	SCO2	1
FOXO3	SMAD4	1
FOXO3	PLAU	1
FOXO1	DUSP4	1
FOXO1	PPARGC1A	1
FOXO1	TMEM47	1
FOXO1	SMAD4	1
FOXO1	PCK2	1
FOXO1	EIF4G1	1
FOXO1	AR	1
FOXO1	EDN1	1
FOXA2	PDX1	1
FOXA1	FOXC1	1
FOSB	CCL5	1
FLI1	MMP3	1
FLI1	GATA1	1
FLI1	SH2D1B	1
FLI1	IGFBP3	1
FLI1	NR5A1	1
FLI1	TNC	1
FLI1	POU4F1	1
ETV4	ETS2	1
ETV4	FLI1	1
ETV4	BRCA1	1
ETV4	MEP1B	1
ETV4	BCHE	1
ETV4	DNAJA3	1
ETV4	TIMP1	1
ETV4	AGTR1	1
ETV4	TBXAS1	1
ETV4	SURF1	1
ETV4	IL13	1
ETV4	LYN	1
ETV4	VIM	1
ETV4	BST1	1
ETV4	MGAT5B	1
ETV4	MMP9	1
ETV4	ECE1	1
ETV4	TGFBR2	1
ETV4	MMP2	1
ETV4	FLII	1
ETV4	MMP3	1
ETV4	MMP7	1
ETV4	SFTPD	1
ETV4	IL4	1
ETV4	SLC6A6	1
ETV4	FOS	1
ETV4	SLC11A1	1
ETV4	PSG1	1
ETV4	LOX	1
ETV4	SCNN1G	1
ETV4	LRP8	1
ETV4	HTR2A	1
ETV4	HPSE	1
ETV4	AGTR2	1
ETV4	MMP13	1
ETV4	PLA2G4A	1
ETV4	HFE	1
ETV4	MMP12	1
ETV4	MMP19	1
ETV4	BDKRB1	1
ETV4	AMD1	1
ETV4	ETS1	1
ETV4	PSG4	1
ETV4	NRGN	1
ETV4	PSG9	1
ETV4	CDC37	1
ETV4	TIMP2	1
ETV4	NRG1	1
ETV4	RNF31	1
ETV4	ERBB2	1
ETV4	MUC4	1
ETV4	NR3C2	1
ETV4	TNF	1
ETV4	USF1	1
ETV4	OAS2	1
ETV4	PLAUR	1
ETV4	HPGD	1
ETV4	NOS3	1
ETV4	GJB2	1
ETV4	TXN	1
ETV4	PTGS2	1
ETV4	F9	1
ETV4	BTK	1
ETV4	SURF2	1
ETV4	SYN2	1
ETV4	MADCAM1	1
ETV4	MYB	1
ETV4	SHMT2	1
ETV4	PCSK6	1
ETV4	APOH	1
ETV4	KCNMA1	1
ETV4	SPP1	1
ETV4	GNRHR	1
ETV4	CETP	1
ETV4	WT1	1
ETS2	ERG	1
ETS2	TFEC	1
ETS2	TERT	1
ETS2	EGR1	1
ETS2	FLI1	1
ETS2	BRCA1	1
ETS2	KRAS	1
ETS2	MGAT5B	1
ETS2	MMP9	1
ETS2	TWF2	1
ETS2	TP53	1
ETS2	PLAU	1
ETS2	VWF	1
ETS2	THBD	1
ETS2	FLII	1
ETS2	LIF	1
ETS2	PSEN1	1
ETS2	MMP3	1
ETS2	JUN	1
ETS2	MDM2	1
ETS2	CCND1	1
ETS2	ANPEP	1
ETS2	CYP11A1	1
ETS2	FLT1	1
ETS2	HPSE	1
ETS2	CGA	1
ETS2	ANGPT2	1
ETS2	FOSL1	1
ETS2	JAK3	1
ETS2	GATA1	1
ETS2	ETS1	1
ETS2	IL2	1
ETS2	CSF3R	1
ETS2	CD4	1
ETS2	CHGA	1
ETS2	CSF2	1
ETS2	CHRNE	1
ETS2	PDE7A	1
ETS2	CCNA2	1
ETS2	MYB	1
ETS2	CD163	1
ETS2	PTHLH	1
ETS2	FGF1	1
ETS2	IL12B	1
ETS2	SPP1	1
ETS2	CD34	1
ETS2	MSR1	1
ETS2	NAE1	1
ESR2	TERT	1
ESR2	SMARCA1	1
ESR2	SELE	1
ESR2	SMARCA2	1
ESR2	SERPINE1	1
ESR2	MAD2L1	1
ESR2	GRIN2D	1
ESR2	POU1F1	1
ESR2	CYP27B1	1
ESR2	EGFR	1
ESR2	NCOA3	1
ESR2	JUN	1
ESR2	CRHBP	1
ESR2	CD68	1
ESR2	RARA	1
ESR2	PGR	1
ESR2	CREBBP	1
ESR2	PTPRC	1
ESR2	STAT5A	1
ESR2	PPARG	1
ESR2	PNRC1	1
ESR2	C3	1
ESR2	OXT	1
ESR2	CRYZ	1
ESR2	REXO4	1
ESR2	PELP1	1
ERG	MMP3	1
ERG	POU4F1	1
ERG	ESR1	1
ERG	VWF	1
ERG	TNC	1
EP300	MGMT	1
EGR4	IL2	1
EGR4	TNF	1
E2F6	BRD7	1
E2F6	CBX5	1
E2F6	SUZ12	1
E2F5	MYC	1
E2F3	MYCN	1
E2F3	SERPINE1	1
E2F3	DEK	1
E2F3	TFE3	1
E2F3	GMNN	1
E2F3	CDCA7	1
E2F3	MCM6	1
E2F3	MCM5	1
E2F3	CDC45	1
E2F3	MCM10	1
E2F3	MCM7	1
E2F3	PLAUR	1
E2F3	PLAU	1
E2F3	TP73	1
E2F3	CCNA2	1
E2F3	SUZ12	1
DDIT3	TRIB3	1
CUX1	ECT2	1
CUX1	WNT5A	1
CTNNB1	CCND1	1
CTNNB1	NCOA2	1
CTNNB1	AR	1
CTCF	IGF2	1
CREM	TBP	1
CREM	CREB1	1
CREM	TAF4	1
CREM	FHL5	1
CREM	ICAM1	1
CREBBP	HOXA10	1
CREBBP	HOXA9	1
CLOCK	PER3	1
CEBPG	SFTPD	1
CEBPG	IL4	1
CEBPE	GATA1	1
CEBPE	MYC	1
CEBPE	LTF	1
CEBPE	MYB	1
CEBPE	NOL3	1
CEBPE	SPI1	1
CEBPE	MPO	1
CEBPE	ALOX5AP	1
CEBPD	CCNE1	1
CEBPD	GADD45G	1
CEBPD	SFTPD	1
CEBPD	PTGS2	1
CEBPD	ELN	1
CEBPD	MIA	1
CEBPD	CSRP1	1
CEBPD	HPX	1
CEBPD	TF	1
CEBPD	CCND1	1
CEBPD	CFTR	1
CEBPD	CYP19A1	1
CEBPD	IL6	1
CEBPD	POU5F1	1
CEBPD	LEP	1
CEBPD	IL1B	1
CEBPD	HMGCS1	1
CEBPD	IL1A	1
CEBPD	NOS2	1
CEBPD	TNF	1
CEBPD	CCL5	1
CEBPD	ALOX5AP	1
CEBPD	F3	1
CDC5L	PLRG1	1
BRCA2	ESR1	1
BRCA2	FHIT	1
BRCA2	RAD51	1
BRCA1	STAT3	1
BRCA1	ERG	1
BRCA1	BCL2	1
BRCA1	TP53	1
BRCA1	ELK4	1
BRCA1	JAK1	1
BRCA1	KCNH8	1
BRCA1	CCNB1	1
BRCA1	MYC	1
BRCA1	CCND1	1
BRCA1	DDB2	1
BRCA1	ETS1	1
BRCA1	ELK1	1
BRCA1	BRIP1	1
BRCA1	ESR1	1
BRCA1	AR	1
BRCA1	TAF10	1
BRCA1	IGF1R	1
BRCA1	EP300	1
BRCA1	KCNH4	1
BRCA1	GADD45A	1
BRCA1	JAK2	1
BRCA1	AREG	1
BRCA1	BRCA2	1
BRCA1	AKR1B1	1
BPTF	SMAD4	1
BCL6	IRF4	1
BCL6	HDAC9	1
BCL3	NFKB1	1
BCL3	PIR	1
BCL3	CDH13	1
BCL3	FYN	1
BCL3	SELP	1
BCL3	MYB	1
ATF7	TAF12	1
ATF6	HSPA5	1
ATF6	SRF	1
ATF6	DDIT3	1
ATF6	ATP2A2	1
ATF6	XBP1	1
ATF5	CCND3	1
ATF5	DISC1	1
ATF3	TP53	1
ARNTL	BHLHE40	1
ARNTL	PER3	1
ARNT	LEP	1
ARNT	AHR	1
ARNT	ESR1	1
ARNT	GAD1	1
ARNT	RELB	1
AHR	ARNT	1
ABL1	TP53	1
ABL1	JUN	1
AIP	AHR	1
ARID3A	PML	1
ATM	TERF1	1
BDP1	RB1	1
BIN1	MYC	1
BRD7	BRD3	1
BTAF1	TBP	1
CBFA2T3	ZNF652	1
CBFB	RUNX3	1
CBFB	RUNX2	1
CDX2	ACAT2	1
CDX2	GSK3B	1
CIITA	STAT1	1
COPS5	CDKN1B	1
CRX	NR2E3	1
CTBP1	BRCA1	1
DDB2	XPA	1
DEDD	FADD	1
DEDD	CFLAR	1
DMAP1	DNMT1	1
DNMT1	RB1	1
DNMT1	HDAC1	1
DNMT3A	SETDB1	1
DR1	TBP	1
DRAP1	TBP	1
EAF1	ELL	1
ELF1	NFKB1	1
EWSR1	POU4F1	1
EZH2	HDAC1	1
FOXK2	IL2	1
GTF2A1	TBP	1
HAND2	GATA4	1
HAND2	PHOX2A	1
HDAC1	AR	1
HDAC1	CDH1	1
HDAC2	SP1	1
HDAC3	GATA2	1
HDAC3	JUN	1
HDAC3	GCM1	1
HDAC3	GTF2I	1
HDAC3	MBD1	1
HDAC4	MEF2A	1
HDAC4	HDAC3	1
HDAC4	RUNX2	1
HDAC5	MEF2A	1
HDAC9	MEF2A	1
HHEX	TLE1	1
HIC1	SIRT1	1
HIF3A	HIF1A	1
HINFP	MBD2	1
HIPK2	TP53	1
HMG20B	BRCA2	1
HMGA1	SP1	1
ID3	TCF3	1
IFI16	BRCA1	1
IFI16	TP53	1
ING1	TP53	1
ING1	PCNA	1
ING4	TP53	1
KAT2B	NPAS2	1
KAT2B	TP73	1
KAT2B	IRF7	1
KLF9	PGR	1
LMO4	BRCA1	1
LMX1B	TCF3	1
LYL1	NFKB1	1
MBD1	SETDB1	1
MCM5	STAT1	1
MDM4	TP53	1
MED1	VDR	1
MED1	AR	1
MEN1	JUND	1
MKL1	SRF	1
MTA1	MNAT1	1
MTA1	ESR1	1
MTA1	HDAC1	1
MTA1	ITGB3BP	1
NCOA2	AR	1
NCOA4	AR	1
NCOR1	PPARG	1
NCOR1	ESR1	1
NCOR1	AR	1
NCOR2	NR1I2	1
NCOR2	AR	1
NFAT5	TNF	1
NFKBIA	NFKB1	1
NFKBIA	RELA	1
NKX2-5	GATA4	1
NKX2-5	TBX5	1
NPM1	MDM2	1
NR0B1	NR5A1	1
NR1I2	RXRA	1
NR5A1	SOX9	1
NR5A1	NR0B1	1
NUPR1	EP300	1
PA2G4	AR	1
PARP1	NFKB1	1
PARP1	CDKN1A	1
PARP1	E2F1	1
PARP1	RELA	1
PARP1	BCL2	1
PITX2	LEF1	1
PKNOX1	MEIS1	1
PROX1	NR5A2	1
PTTG1	CDK1	1
PTTG1	PTTG1IP	1
RB1	ELF1	1
RB1	BRCA1	1
RB1	E2F3	1
RB1	ATF2	1
RB1	CDK1	1
RB1	HBP1	1
RB1	MYC	1
RB1	FOS	1
RB1	TFDP1	1
RB1	RB1	1
RB1	CDKN1A	1
RB1	E2F1	1
RB1	SP1	1
RB1	E2F2	1
RFX5	HDAC2	1
RUNX2	SMAD6	1
RUNX2	AR	1
SATB1	HDAC1	1
SATB1	GATA3	1
SCAND1	ZNF202	1
SF1	TCERG1	1
SF1	U2AF2	1
SIRT1	TP53	1
SIRT1	HIC1	1
SIRT1	FOXO3	1
SNIP1	MYC	1
SNW1	VDR	1
SP100	ETS1	1
SPEN	NCOR2	1
SPIB	SPI1	1
TAF1	TBP	1
TAF4	ATF7	1
TBPL1	NF1	1
TEAD1	SRF	1
TEF	DBP	1
TFPT	EAF2	1
TFPT	EAF1	1
TP53BP1	BRCA1	1
TRIB3	ATF4	1
TRIM25	DDX58	1
TSG101	CEP55	1
VHL	HIF1A	1
WWP1	ERBB4	1
XRCC5	CD40	1
XRCC6	CD40	1
YBX1	SLC6A4	1
ZFHX3	MYB	1
NANOG	GATA2	1
NANOG	LXN	1
NANOG	YES1	1
NANOG	GATA6	1
NANOG	KLF2	1
NANOG	KDR	1
NANOG	AFP	1
NANOG	DKK1	1
NANOG	MTF2	1
NANOG	LAMB1	1
NANOG	GATA4	1
NANOG	CCND1	1
NANOG	GDF3	1
NANOG	SEMA6A	1
NANOG	POU5F1	1
NANOG	L1TD1	1
NANOG	FGF4	1
NANOG	CDC25A	1
NANOG	CDX2	1
NANOG	SOX1	1
NANOG	CGA	1
NANOG	NODAL	1
PPARG	SLC5A5	1
PPARG	APOBR	1
PPARG	CEBPA	1
PPARG	CSF1	1
PPARG	ACAT1	1
PPARG	TSHR	1
PPARG	ERP44	1
PPARG	SOCS7	1
PPARG	CAV1	1
PPARG	TP53	1
PPARG	AGER	1
PPARG	VLDLR	1
PPARG	UGT1A9	1
PPARG	NOTCH4	1
PPARG	BCL2L1	1
PPARG	SLC2A4	1
PPARG	PTEN	1
PPARG	BRS3	1
PPARG	ICAM1	1
PPARG	KLF4	1
PPARG	CCNE1	1
PPARG	ABCG2	1
PPARG	PDK2	1
PPARG	ERO1A	1
PPARG	REN	1
PPARG	FGF1	1
PPARG	TG	1
PPARG	FASLG	1
MYB	CLEC4G	1
MYB	CTSG	1
MYB	CDO1	1
MYB	GATA3	1
MYB	NR3C1	1
MYB	IL7	1
MYB	COL1A2	1
MYB	MZF1	1
MYB	SP3	1
MYB	LMO2	1
MYB	IL15	1
HOXA9	SHOX	1
HOXA9	ARHGEF1	1
HOXA9	NFKB1	1
HOXA9	MYCN	1
HOXA9	VCAM1	1
HOXA9	CDH3	1
HOXA9	RELA	1
HOXA9	ID2	1
HOXA9	SELE	1
ESR1	ZEB1	1
ESR1	UGT1A4	1
ESR1	CYP2C19	1
ESR1	BCL2	1
ESR1	CRH	1
ESR1	NR5A2	1
ESR1	KDR	1
ESR1	TYMS	1
ESR1	CDKN1B	1
ESR1	PLAC1	1
ESR1	PMAIP1	1
ESR1	YWHAQ	1
ESR1	FLT1	1
ESR1	AMH	1
ESR1	NRF1	1
ESR1	MMP13	1
ESR1	CHAT	1
ESR1	UGT2B15	1
ESR1	RET	1
ESR1	CD24	1
ESR1	DCT	1
ESR1	CDK4	1
ESR1	CCNA2	1
ESR1	JAK2	1
ESR1	BLM	1
TP53	TCF7L2	1
TP53	BGLAP	1
TP53	ID1	1
TP53	RASSF1	1
TP53	GLI2	1
TP53	FLT1	1
TP53	NFKB1	1
TP53	CRYAB	1
TP53	OGG1	1
TP53	MET	1
TP53	TCEAL1	1
TP53	DNMT1	1
TP53	ALOX5	1
TP53	ALKBH2	1
TP53	CYFIP2	1
TP53	CKM	1
TP53	UHRF1BP1	1
TP53	ADGRB1	1
TP53	PAX5	1
TP53	ELF4	1
TP53	RECQL4	1
TP53	REEP5	1
TP53	FOXO3	1
TP53	HSF1	1
TP53	MMP1	1
TP53	SLC6A6	1
TP53	PRC1	1
TP53	CDKN1B	1
TP53	NKX3-1	1
TP53	IPO7	1
TP53	PTPA	1
TP53	AQP3	1
TP53	PDGFRB	1
TP53	FOXM1	1
TP53	GSTP1	1
TP53	BTG3	1
TP53	KLF2	1
TP53	CDK4	1
TP53	E2F7	1
TP53	GC	1
TP53	ANKRD1	1
TP53	UHRF1	1
TP53	SLC2A1	1
TP53	CARM1	1
TP53	GPNMB	1
TP53	ID2	1
TP53	MCL1	1
TP53	FRMD5	1
TP53	BDKRB2	1
TP53	XPO1	1
TP53	FGF2	1
TP53	DDB1	1
TP53	CCNB2	1
RARG	CYP19A1	1
RARG	BGLAP	1
RARG	THBD	1
ATF1	FTH1	1
ATF1	USP7	1
ATF1	SLC22A8	1
ATF1	MITF	1
ATF1	MUC2	1
SMAD7	CDK1	1
SMAD7	CDKN1A	1
SMAD7	MYC	1
SMAD7	KRT14	1
SMAD7	TGFB1	1
SMAD7	CDKN2B	1
YY1	POSTN	1
YY1	OPRM1	1
YY1	HLA-DRA	1
YY1	HOXB13	1
YY1	ACTC1	1
YY1	GBP1	1
YY1	SURF1	1
YY1	GDAP1	1
YY1	NF1	1
YY1	PDIA6	1
YY1	TP53	1
YY1	PCNA	1
YY1	VWF	1
YY1	FAS	1
YY1	COX7C	1
YY1	EGFR	1
YY1	DEK	1
YY1	IL4	1
YY1	CXCR4	1
YY1	TF	1
YY1	HSD3B2	1
YY1	NR3C1	1
YY1	KIR3DL1	1
YY1	TDO2	1
YY1	IRF7	1
YY1	WDFY4	1
YY1	ADORA2A	1
YY1	FMO3	1
YY1	NOS2	1
YY1	DBH	1
YY1	CCR5	1
YY1	FCER1A	1
YY1	DNAJB4	1
YY1	COX6A1	1
YY1	SLC26A3	1
YY1	BDKRB1	1
YY1	ZNF175	1
YY1	TFAP2A	1
YY1	IFNB1	1
YY1	HOXB7	1
YY1	COL1A2	1
YY1	IFNG	1
YY1	MUC4	1
YY1	HBE1	1
YY1	HAS2	1
YY1	EPAS1	1
YY1	IL5	1
YY1	FCGR2B	1
YY1	TP73	1
YY1	SNRPN	1
YY1	APH1A	1
YY1	CFTR	1
YY1	CCL13	1
YY1	IVL	1
YY1	STAR	1
YY1	FCGR3B	1
YY1	IL1B	1
YY1	APC	1
MEF2C	JUN	1
MEF2C	CPT1B	1
MEF2C	NR4A1	1
MEF2C	SOST	1
MEF2C	CDKL5	1
MEF2C	VEGFA	1
MEF2C	MECP2	1
NR3C1	ATF2	1
NR3C1	SCNN1A	1
NR3C1	NR1I2	1
NR3C1	BAX	1
NR3C1	RLN2	1
NR3C1	PNRC1	1
NR3C1	CDK4	1
NR3C1	BAD	1
NR3C1	RLN1	1
NR3C1	CDKN1A	1
NR3C1	MAOA	1
NR3C1	TAT	1
NR3C1	ELK1	1
NR3C1	CCND1	1
NR3C1	SLC10A2	1
NR3C1	CSF1R	1
NR3C1	RPS6KA3	1
NR3C1	CYP19A1	1
NR3C1	BGLAP	1
NR3C1	S100P	1
NR3C1	STAT1	1
NR3C1	UGT1A1	1
NR3C1	CALD1	1
NR3C1	CCND3	1
NR3C1	SPP1	1
NR3C1	MUC4	1
NR3C1	SRF	1
NR3C1	PPIG	1
AR	PIP	1
AR	TCF7L2	1
AR	KLK1	1
AR	VIM	1
AR	ACTA1	1
AR	WEE1	1
AR	SRD5A3	1
AR	HMOX1	1
AR	CDH11	1
AR	USP26	1
AR	AKR1C3	1
AR	BTG2	1
AR	SERPINB5	1
AR	KISS1R	1
AR	CRH	1
AR	TSC1	1
AR	CDC6	1
AR	CRISP3	1
AR	KLK4	1
AR	TH	1
AR	TBP	1
AR	TMPRSS2	1
AR	REST	1
AR	UCN	1
AR	FOLH1	1
AR	NRAS	1
AR	CYP7B1	1
AR	CDK20	1
AR	NKX3-1	1
AR	ERBB3	1
AR	XIAP	1
AR	WNT7B	1
AR	BSG	1
AR	TSC2	1
AR	ARG2	1
AR	TGFA	1
AR	NAT1	1
AR	FKBP4	1
AR	PEBP1	1
AR	UGT2B15	1
AR	CDH1	1
AR	CRISP1	1
PTF1A	CEL	1
SP1	MYCN	1
SP1	SOD2	1
SP1	ME1	1
SP1	MICB	1
SP1	HGF	1
SP1	KCNQ3	1
SP1	PDIA2	1
SP1	KRT14	1
SP1	ATM	1
SP1	SKP2	1
SP1	GRIN1	1
SP1	DPYSL2	1
SP1	MDM2	1
SP1	C1QBP	1
SP1	CHI3L1	1
SP1	AMACR	1
SP1	ADRB3	1
SP1	PLAA	1
SP1	PAX6	1
SP1	CCK	1
SP1	EGF	1
SP1	BACE1	1
SP1	FUT4	1
SP1	HPR	1
SP1	F10	1
SP1	CENPH	1
SP1	KLK3	1
SP1	FGFBP1	1
SP1	CD2AP	1
SP1	SIRT1	1
SP1	C4A	1
SP1	HSD17B2	1
SP1	PROM1	1
SP1	TNFSF10	1
SP1	TNC	1
SP1	BAG2	1
SP1	CFTR	1
SP1	PGLYRP2	1
SP1	CXCL5	1
SP1	IVL	1
SP1	INPP5J	1
SP1	NOS1	1
SP1	SERPINB5	1
SP1	PRSS50	1
SP1	F2R	1
SP1	SOX3	1
SP1	UGT1A4	1
SP1	BRD7	1
SP1	KLF8	1
SP1	SOX9	1
SP1	COMP	1
SP1	CXCL14	1
SP1	BLMH	1
SP1	HSD3B1	1
SP1	SRY	1
SP1	THBD	1
SP1	ADGRE5	1
SP1	CBS	1
SP1	SLC5A8	1
SP1	CREM	1
SP1	TF	1
SP1	SLC39A8	1
SP1	ST6GAL1	1
